claim,evidence,id,label,verifiable
Shomu Mukherjee was injured at the age of 64.,"[[[180679, None, None, None]]]",156602,NOT ENOUGH INFO,NOT VERIFIABLE
"Keith Stanfield's father's name is LaKeith Lee ""Keith'' Stanfield.","[[[88306, None, None, None]]]",71622,NOT ENOUGH INFO,NOT VERIFIABLE
Python gives support for object-oriented programming.,"[[[97315, 110490, 'Python_-LRB-programming_language-RRB-', 5]]]",78349,SUPPORTS,VERIFIABLE
Jonah Hill starred in Sausage Party.,"[[[17329, 21439, 'Jonah_Hill', 5], [17329, 21439, 'Sausage_Party', 1]]]",1602,SUPPORTS,VERIFIABLE
George Harrison has been single his whole life.,"[[[137053, 151887, 'George_Harrison', 20]], [[137053, 151888, 'George_Harrison', 21]]]",116686,REFUTES,VERIFIABLE
The Danish language is spoken in Egypt.,"[[[63668, None, None, None]]]",47358,NOT ENOUGH INFO,NOT VERIFIABLE
Qin dynasty is incapable of establishing a uniform system of writing.,"[[[112495, 126324, 'Qin_dynasty', 21]]]",95018,REFUTES,VERIFIABLE
The Dodo has been depicted with a green beak.,"[[[39672, 47751, 'Dodo', 10]]]",23729,SUPPORTS,VERIFIABLE
Barcelona has a population of 1.6 million as of 2017.,"[[[199804, None, None, None]]]",173038,NOT ENOUGH INFO,NOT VERIFIABLE
Spider-Man 2 has yet to be released.,"[[[71117, 82046, 'Spider-Man_2', 9]]]",54771,REFUTES,VERIFIABLE
Fidaa refused to direct Sekhar Kammula.,"[[[157601, 172215, 'Fidaa', 0]]]",135024,REFUTES,VERIFIABLE
The last windstorm in Stanley Park was in 2017.,"[[[153085, None, None, None]]]",130836,NOT ENOUGH INFO,NOT VERIFIABLE
Antigua and Barbuda was named after an invocation of the Virgin Mary.,"[[[83458, None, None, None]]]",66893,NOT ENOUGH INFO,NOT VERIFIABLE
A Good Day to Die Hard was directed by John Carpenter.,"[[[275549, 270670, 'A_Good_Day_to_Die_Hard', 1]], [[275554, 270673, 'A_Good_Day_to_Die_Hard', 1]], [[275555, 270674, 'A_Good_Day_to_Die_Hard', 1]], [[275556, 270675, 'A_Good_Day_to_Die_Hard', 1]], [[324605, 312523, 'A_Good_Day_to_Die_Hard', 1]]]",93600,REFUTES,VERIFIABLE
Richard Kuklinski has a wife and child.,"[[[87731, 100242, 'Richard_Kuklinski', 5]]]",71072,SUPPORTS,VERIFIABLE
"Mamata Banerjee was married on January 5th, 1955.","[[[185011, 196842, 'Mamata_Banerjee', 0]]]",160542,REFUTES,VERIFIABLE
The New England Patriots are tied with the 49ers and Cowboys for the second most Super Bowl wins.,"[[[40047, 48181, 'New_England_Patriots', 16]]]",23794,SUPPORTS,VERIFIABLE
Elizabeth of York married the king in 1809.,"[[[144673, 159676, 'Elizabeth_of_York', 0]]]",123179,REFUTES,VERIFIABLE
Japan national football team won the AFC Asian Cup zero times.,"[[[196006, 206163, 'Japan_national_football_team', 4]]]",169922,REFUTES,VERIFIABLE
Shannon Lee is German.,"[[[39554, None, None, None]]]",23608,NOT ENOUGH INFO,NOT VERIFIABLE
Catherine Keener appeared in Into the Wild.,"[[[27891, 34175, 'Catherine_Keener', 2]]]",12420,SUPPORTS,VERIFIABLE
Sean Gunn is best known for his role as Thomas Edison.,"[[[210391, 218166, 'Sean_Gunn', 0]]]",181250,REFUTES,VERIFIABLE
Nate Diaz competed.,"[[[153422, 168227, 'Nate_Diaz', 0]]]",131139,SUPPORTS,VERIFIABLE
There is a book called the Doctrine and Covenants in the Church of Jesus Christ of Latter-day Saints.,"[[[262384, 260379, 'The_Church_of_Jesus_Christ_of_Latter-day_Saints', 9]], [[262427, 260410, 'The_Church_of_Jesus_Christ_of_Latter-day_Saints', 9]]]",220461,SUPPORTS,VERIFIABLE
San Francisco Bay Area is incapable of having any residents.,"[[[150227, 165154, 'San_Francisco_Bay_Area', 3]]]",128230,REFUTES,VERIFIABLE
Augutus Prew's mother was an English fashion designer.,"[[[221817, None, None, None]]]",189881,NOT ENOUGH INFO,NOT VERIFIABLE
The cinematography of Far from the Madding Crowd was by an English cinematographer in 2012.,"[[[212904, 220308, 'Far_from_the_Madding_Crowd_-LRB-1967_film-RRB-', 3], [212904, 220308, 'Far_from_the_Madding_Crowd_-LRB-1967_film-RRB-', 0]]]",182923,REFUTES,VERIFIABLE
The Invisible Man was only an action film with no science fiction elements.,"[[[45681, 54545, 'The_Invisible_Man_-LRB-film-RRB-', 0]], [[45681, 54546, 'The_Invisible_Man_-LRB-film-RRB-', 7], [45681, 54546, 'The_Invisible_Man', 0]], [[45681, 54547, 'The_Invisible_Man_-LRB-film-RRB-', 5], [45681, 54547, 'Griffin_-LRB-The_Invisible_Man-RRB-', 0]]]",29551,REFUTES,VERIFIABLE
Argentina is not subdivided into twenty-three provinces.,"[[[150070, 165002, 'Argentina', 3]]]",128078,REFUTES,VERIFIABLE
Sejong the Great was born in May of 1399.,"[[[270497, 266528, 'Sejong_the_Great', 0]]]",226857,REFUTES,VERIFIABLE
"Yemen does not have an area of 203,850 square miles.","[[[36401, 43992, 'Yemen', 1]]]",20603,SUPPORTS,VERIFIABLE
The Book of Mormon was the winner of a Tony Award for Best Musical.,"[[[182308, 194559, 'The_Book_of_Mormon_-LRB-musical-RRB-', 19]]]",158036,SUPPORTS,VERIFIABLE
Robinson Crusoe on Mars was distributed solely by a Canadian film studio.,"[[[110419, 124019, 'Robinson_Crusoe_on_Mars', 1], [110419, 124019, 'Paramount_Pictures', 0]]]",93099,REFUTES,VERIFIABLE
Aeneas appeared in an epic poem.,"[[[296948, 288666, 'Aeneas', 2], [296948, 288666, 'Iliad', 0]], [[298473, 289958, 'Aeneas', 2]], [[298473, 289959, 'Aeneas', 3]], [[300502, 291689, 'Aeneas', 2], [300502, 291689, 'Iliad', 0]], [[300502, 291690, 'Aeneas', 3], [300502, 291690, 'Aeneid', 0]], [[344084, 327689, 'Aeneas', 2], [344084, 327689, 'Iliad', 0]], [[344111, 327703, 'Aeneas', 2], [344111, 327703, 'Iliad', 0]], [[344111, 327704, 'Aeneas', 3], [344111, 327704, 'Aeneid', 0]]]",162742,SUPPORTS,VERIFIABLE
Castlevania was developed by Bethesda.,"[[[286673, 280143, 'Castlevania_-LRB-1986_video_game-RRB-', 0]], [[333643, 319872, 'Castlevania_-LRB-1986_video_game-RRB-', 0]], [[334568, 320599, 'Castlevania_-LRB-1986_video_game-RRB-', 0]]]",128319,REFUTES,VERIFIABLE
Move (Little Mix song) was released for download in October of 2013.,"[[[207474, 215729, 'Move_-LRB-Little_Mix_song-RRB-', 8]]]",178225,REFUTES,VERIFIABLE
The Dodo has been depicted with a naked head.,"[[[14200, 17749, 'Dodo', 10]]]",8576,SUPPORTS,VERIFIABLE
"In March of 2012, The Raven (2012 film) came out in a sovereign country in western Europe.","[[[173514, None, None, None]]]",149708,NOT ENOUGH INFO,NOT VERIFIABLE
James Spader refused to star in any controversial psychological thrillers.,"[[[72422, 83484, 'James_Spader', 1]]]",56038,REFUTES,VERIFIABLE
Ekta Kapoor enjoyed Kumkum Bhagya.,"[[[95804, None, None, None]]]",78857,NOT ENOUGH INFO,NOT VERIFIABLE
Finland is sometimes considered a part of Scandinavia.,"[[[79615, 91359, 'Scandinavia', 5]]]",63185,SUPPORTS,VERIFIABLE
A United Kingdom is a biographical romantic drama movie.,"[[[265222, 262466, 'A_United_Kingdom', 0]]]",222645,SUPPORTS,VERIFIABLE
The Challenge: Rivals III is a stand-alone production.,"[[[59449, 69853, 'The_Challenge-COLON-_Rivals_III', 0]], [[59449, 69854, 'The_Challenge-COLON-_Rivals_III', 1]]]",43141,REFUTES,VERIFIABLE
The Gettysburg Address is a well-known speech delivered by Herbert Hoover.,"[[[144609, 159620, 'Gettysburg_Address', 0]]]",123142,REFUTES,VERIFIABLE
American Idol (season 8) had Simon Cowell as a judge for the eighth year in a row.,"[[[190536, None, None, None]]]",165711,NOT ENOUGH INFO,NOT VERIFIABLE
"Scandal is fronted by someone born on August 4, 1957.","[[[66510, 77337, 'Scandal_-LRB-American_band-RRB-', 0], [66510, 77337, 'Patty_Smyth', 0]]]",50198,REFUTES,VERIFIABLE
"Planet Hollywood Las Vegas is operated by a corporation based in Paris, Texas.","[[[186311, 198137, 'Planet_Hollywood_Las_Vegas', 1]]]",161790,REFUTES,VERIFIABLE
"The Indian National Congress was founded on December 20th, 1885.","[[[259298, None, None, None]]]",218103,NOT ENOUGH INFO,NOT VERIFIABLE
The Battle of the Trebia took place south of the Trebbia's confluence with the Po river in the province of Piacenza.,"[[[137564, 152458, 'Battle_of_the_Trebia', 6]]]",117199,SUPPORTS,VERIFIABLE
Port of Spain is the name of an island.,"[[[81622, None, None, None]]]",65138,NOT ENOUGH INFO,NOT VERIFIABLE
Chris Mullin played with a professional basketball team.,"[[[203625, 212612, 'Chris_Mullin_-LRB-basketball-RRB-', 11], [203625, 212612, 'Indiana_Pacers', 0]]]",175862,SUPPORTS,VERIFIABLE
The University of Leicester discovered and identified the remains of a king in 1955.,"[[[232352, 235577, 'University_of_Leicester', 11], [232352, 235577, 'Exhumation_and_reburial_of_Richard_III_of_England', 0], [232352, 235577, 'Exhumation_and_reburial_of_Richard_III_of_England', 1]]]",197645,REFUTES,VERIFIABLE
Ares is a religious figure of Greek mythology.,"[[[53204, 63171, 'Ares', 0], [53204, 63171, 'List_of_Greek_mythological_figures', 0]], [[53204, 63172, 'Ares', 1], [53204, 63172, 'Twelve_Olympians', 0]], [[53204, 63173, 'Ares', 6], [53204, 63173, 'Enyo', 0]], [[53204, 63174, 'Ares', 18], [53204, 63174, 'Mars_-LRB-mythology-RRB-', 5]], [[53204, 63175, 'Ares', 12], [53204, 63175, 'Ares', 9]]]",36952,SUPPORTS,VERIFIABLE
Prague's historic center has been on UNESCO's list of World Heritage Sites since 1992.,"[[[86320, 98730, 'Prague', 16]]]",69626,SUPPORTS,VERIFIABLE
Scandinavia does not include mountains.,"[[[171085, 184600, 'Scandinavia', 29]], [[171092, 184616, 'Scandinavia', 29]]]",147530,REFUTES,VERIFIABLE
"James, Viscount Severn was baptized in 2007.","[[[194851, None, None, None], [199708, None, None, None], [315329, None, None, None], [315332, None, None, None], [316508, None, None, None]]]",62236,NOT ENOUGH INFO,NOT VERIFIABLE
Punch-Drunk Love features Jeremy Blake's abstract video art.,"[[[244762, None, None, None]]]",206999,NOT ENOUGH INFO,NOT VERIFIABLE
Cary Elwes writes screenplays.,"[[[209739, None, None, None]]]",180705,NOT ENOUGH INFO,NOT VERIFIABLE
Unison (Celine Dion album) was originally released in 1977.,"[[[296404, 288252, 'Unison_-LRB-Celine_Dion_album-RRB-', 1]], [[297989, 289548, 'Unison_-LRB-Celine_Dion_album-RRB-', 1]], [[300145, 291419, 'Unison_-LRB-Celine_Dion_album-RRB-', 1]], [[342998, 326858, 'Unison_-LRB-Celine_Dion_album-RRB-', 1], [342998, 326858, 'Unison_-LRB-Celine_Dion_album-RRB-', 0]], [[343011, 326871, 'Unison_-LRB-Celine_Dion_album-RRB-', 1]], [[343014, 326873, 'Unison_-LRB-Celine_Dion_album-RRB-', 1]], [[343015, 326874, 'Unison_-LRB-Celine_Dion_album-RRB-', 1]]]",158908,REFUTES,VERIFIABLE
Richard Fortus is a Guns N' Roses member.,"[[[59311, 69663, 'Richard_Fortus', 1]]]",42998,SUPPORTS,VERIFIABLE
Foot Locker is an American food dish.,"[[[220215, 226039, 'Foot_Locker', 0]], [[220217, 226040, 'Foot_Locker', 0]]]",188652,REFUTES,VERIFIABLE
Annie is a only a painting.,"[[[296987, 288702, 'Annie_-LRB-2014_film-RRB-', 0]], [[296999, 288711, 'Annie_-LRB-2014_film-RRB-', 0]], [[298652, 290109, 'Annie_-LRB-2014_film-RRB-', 0]], [[344394, 327925, 'Annie_-LRB-2014_film-RRB-', 0]], [[344395, 327926, 'Annie_-LRB-2014_film-RRB-', 0]], [[344395, 327927, 'Annie_-LRB-2014_film-RRB-', 1], [344395, 327927, 'Quvenzhané_Wallis', 4]], [[344395, 327928, 'Annie_-LRB-2014_film-RRB-', 2], [344395, 327928, 'Annie_-LRB-1982_film-RRB-', 0]], [[344395, 327929, 'Annie_-LRB-2014_film-RRB-', 5]]]",164103,REFUTES,VERIFIABLE
A novel that was written by Alice Hoffman is the basis of Practical Magic.,"[[[265351, 262564, 'Practical_Magic', 0]]]",222754,SUPPORTS,VERIFIABLE
Dulquer Salmaan is a television actor.,"[[[287299, None, None, None], [287306, None, None, None], [289307, None, None, None], [335579, None, None, None], [335591, None, None, None], [335601, None, None, None]]]",132800,NOT ENOUGH INFO,NOT VERIFIABLE
Doug Petrie appeared in a television film.,"[[[118010, None, None, None]]]",100345,NOT ENOUGH INFO,NOT VERIFIABLE
The soundtrack of Far from the Madding Crowd was by an English composer.,"[[[212874, 220290, 'Far_from_the_Madding_Crowd_-LRB-1967_film-RRB-', 3], [212874, 220290, 'Richard_Rodney_Bennett', 0]]]",182904,SUPPORTS,VERIFIABLE
Chris Paul only competes at or below the national level.,"[[[152494, None, None, None]]]",130246,NOT ENOUGH INFO,NOT VERIFIABLE
Benjamin Franklin earned a title.,"[[[110707, 124374, 'Benjamin_Franklin', 20]], [[110707, 124375, 'Benjamin_Franklin', 7]]]",93331,SUPPORTS,VERIFIABLE
Punch-Drunk Love was distributed by a film studio.,"[[[244759, 245684, 'Punch-Drunk_Love', 4], [244759, 245684, 'Columbia_Pictures', 0]]]",206998,SUPPORTS,VERIFIABLE
Dulquer Salmaan was unqualified to ever receive a Filmfare Award nomination.,"[[[154985, 169699, 'Dulquer_Salmaan', 4]], [[154985, 169700, 'Dulquer_Salmaan', 5]]]",132554,REFUTES,VERIFIABLE
Kevin Costner has acted.,"[[[134759, 149674, 'Kevin_Costner', 0]], [[134759, 149675, 'Kevin_Costner', 4]], [[134759, 149676, 'Kevin_Costner', 5]], [[134759, 149677, 'Kevin_Costner', 8]]]",114770,SUPPORTS,VERIFIABLE
Mars is the site of Olympus Mons.,"[[[27129, 33246, 'Mars', 6]]]",11915,SUPPORTS,VERIFIABLE
Kevin Costner played the role of Han Solo in 2012.,"[[[152953, None, None, None], [152975, None, None, None]]]",130705,NOT ENOUGH INFO,NOT VERIFIABLE
David Attenborough served as the prime minister.,"[[[138581, None, None, None], [138588, None, None, None]]]",118114,NOT ENOUGH INFO,NOT VERIFIABLE
"Simi Valley, California, reported a higher per capita gross domestic product than the overall national per capita gross domestic product in 2012.","[[[213486, None, None, None]]]",183414,NOT ENOUGH INFO,NOT VERIFIABLE
Kyra Sedgwick won an award in Thailand.,"[[[216893, None, None, None]]]",186010,NOT ENOUGH INFO,NOT VERIFIABLE
MSG has a savory taste.,"[[[52037, 61935, 'Monosodium_glutamate', 4], [52037, 61935, 'Umami', 0]]]",35858,SUPPORTS,VERIFIABLE
Fargo (season 3) premiered in Paris in 2017.,"[[[143423, None, None, None]]]",120925,NOT ENOUGH INFO,NOT VERIFIABLE
The Monster is a work of music by an American rapper.,"[[[247221, 247540, 'The_Monster_-LRB-song-RRB-', 0]], [[247221, 247541, 'The_Monster_-LRB-song-RRB-', 1], [247221, 247541, 'Eminem', 0]], [[247221, 247542, 'The_Monster_-LRB-song-RRB-', 9], [247221, 247542, 'Eminem', 0]]]",208908,SUPPORTS,VERIFIABLE
Babur was from Northern Asia.,"[[[95020, 108001, 'Babur', 0]]]",78087,REFUTES,VERIFIABLE
Henri Kontinen won the Australian Open men's doubles championship.,"[[[55725, 65771, 'Henri_Kontinen', 5]]]",39414,SUPPORTS,VERIFIABLE
San Francisco Bay Area contains zero towns.,"[[[119071, 132990, 'San_Francisco_Bay_Area', 3]]]",101300,REFUTES,VERIFIABLE
Augustus Prew's father was a British photographer.,"[[[221813, None, None, None]]]",189880,NOT ENOUGH INFO,NOT VERIFIABLE
The Danish language is spoken only outside of the United States.,"[[[115038, 128755, 'Danish_language', 1]]]",97419,REFUTES,VERIFIABLE
Alberto Contador was found guilty of an offense.,"[[[114139, 127952, 'Alberto_Contador', 3]]]",96576,SUPPORTS,VERIFIABLE
Stomp the Yard stars Columbus Short as Nick.,"[[[109253, None, None, None]]]",91904,NOT ENOUGH INFO,NOT VERIFIABLE
Lyon is the most-educated city in France.,"[[[273673, None, None, None]]]",227790,NOT ENOUGH INFO,NOT VERIFIABLE
Python gives support for imperative programing.,"[[[276257, 271326, 'Python_-LRB-programming_language-RRB-', 5]], [[276259, 271327, 'Python_-LRB-programming_language-RRB-', 5]], [[276262, 271329, 'Python_-LRB-programming_language-RRB-', 5]], [[325789, 313411, 'Python_-LRB-programming_language-RRB-', 5]], [[325791, 313412, 'Python_-LRB-programming_language-RRB-', 5]], [[325792, 313413, 'Python_-LRB-programming_language-RRB-', 5]]]",98890,SUPPORTS,VERIFIABLE
Tangled is a silent film.,"[[[27689, 33908, 'Tangled', 15]], [[27689, 33909, 'Tangled', 0]], [[27689, 33910, 'Tangled', 2]]]",12454,REFUTES,VERIFIABLE
Ed Gagliardi passed away due to cancer.,"[[[226989, 231428, 'Ed_Gagliardi', 13]]]",193835,SUPPORTS,VERIFIABLE
Dulquer Salmaan is a singer.,"[[[106003, None, None, None]]]",88782,NOT ENOUGH INFO,NOT VERIFIABLE
Milk is an American film.,"[[[206158, 214592, 'Milk_-LRB-film-RRB-', 0]]]",177865,SUPPORTS,VERIFIABLE
"UNESCO's City of Literature program is part of its Creative Cities Network, founded in 1999.","[[[73132, None, None, None]]]",56790,NOT ENOUGH INFO,NOT VERIFIABLE
Faye Resnick is American.,"[[[76984, 88376, 'Faye_Resnick', 0]]]",60541,SUPPORTS,VERIFIABLE
John Cook led the development of Team Fortress 2.,"[[[90540, 103294, 'Team_Fortress_2', 9]], [[90543, 103297, 'Team_Fortress_2', 9]]]",73756,SUPPORTS,VERIFIABLE
John S. McCain Jr. was expelled from the submarine service.,"[[[44496, None, None, None]]]",28370,NOT ENOUGH INFO,NOT VERIFIABLE
Hair (musical) won a Tony.,"[[[200603, None, None, None]]]",173611,NOT ENOUGH INFO,NOT VERIFIABLE
Night of the Living Dead began as a 1932 novel.,"[[[149627, None, None, None]]]",127669,NOT ENOUGH INFO,NOT VERIFIABLE
"The Guthrie Theater's first building included a 1,441-window thrust stage.","[[[119254, 133199, 'Guthrie_Theater', 6]]]",101528,SUPPORTS,VERIFIABLE
Peru represented the Group of 15 in 2011.,"[[[263076, None, None, None], [263077, None, None, None]]]",220976,NOT ENOUGH INFO,NOT VERIFIABLE
James Brolin is from Arkansas.,"[[[108328, None, None, None]]]",90932,NOT ENOUGH INFO,NOT VERIFIABLE
"Vampire Academy grossed $15,423,306 million worldwide.","[[[267586, None, None, None]]]",224555,NOT ENOUGH INFO,NOT VERIFIABLE
Species distribution can be understood through at least one factor.,"[[[260782, 259077, 'Species_distribution', 14]], [[260783, 259078, 'Species_distribution', 14]]]",219202,SUPPORTS,VERIFIABLE
"George Harrison got divorced from Pattie Boyd, who acted in Help!, in 1977.","[[[35175, None, None, None]]]",134439,NOT ENOUGH INFO,NOT VERIFIABLE
Jack Lowden was an actor.,"[[[28626, 34974, 'Jack_Lowden', 0]]]",13369,SUPPORTS,VERIFIABLE
Proponents of globalism tend to advocate for changing economic policy.,"[[[55913, 66017, 'Globalism', 1]]]",39612,SUPPORTS,VERIFIABLE
Chadwick Boseman was in the movie 42.,"[[[269974, 266135, 'Chadwick_Boseman', 1]], [[269977, 266137, 'Chadwick_Boseman', 1]]]",226441,SUPPORTS,VERIFIABLE
Morgan Fairchild appeared in Paper Dolls.,"[[[70629, 81526, 'Morgan_Fairchild', 6]]]",54257,SUPPORTS,VERIFIABLE
Salman Rushdie published a novel in Europe.,"[[[29971, None, None, None]]]",14669,NOT ENOUGH INFO,NOT VERIFIABLE
There is a music video called Touch My Body.,"[[[135369, 150254, 'Touch_My_Body', 18]], [[135369, 150255, 'Touch_My_Body', 21]]]",115320,SUPPORTS,VERIFIABLE
One of the ABC Islands is Bonaire.,"[[[105196, 118611, 'ABC_islands_-LRB-Lesser_Antilles-RRB-', 1], [105196, 118611, 'ABC_islands_-LRB-Lesser_Antilles-RRB-', 0]]]",87993,SUPPORTS,VERIFIABLE
The Maze Runner is a motion picture.,"[[[86975, 99452, 'The_Maze_Runner_-LRB-film-RRB-', 0]]]",70310,SUPPORTS,VERIFIABLE
The Blue Dog Coalition was formed in the United States.,"[[[109689, 123296, 'Blue_Dog_Coalition', 0]], [[109689, 123297, 'Blue_Dog_Coalition', 3]]]",92374,SUPPORTS,VERIFIABLE
Paul von Hindenburg was a statesman.,"[[[89609, 102277, 'Paul_von_Hindenburg', 0]]]",72871,SUPPORTS,VERIFIABLE
Ed Decter is a Canadian.,"[[[139116, 154180, 'Ed_Decter', 0]]]",118594,REFUTES,VERIFIABLE
The Independent Spirit Awards are held in Santa Monica.,"[[[23028, 28369, 'Independent_Spirit_Awards', 10]]]",6216,SUPPORTS,VERIFIABLE
Linkin Park's second studio album was its best-selling.,"[[[136470, None, None, None]]]",116167,NOT ENOUGH INFO,NOT VERIFIABLE
Konidela Production Company is a film production company.,"[[[27389, 33560, 'Konidela_Production_Company', 0]]]",12172,SUPPORTS,VERIFIABLE
Adam Lambert's album premiered at number one on the U.S. Billboard 200.,"[[[30484, 37089, 'Adam_Lambert', 10]]]",12319,SUPPORTS,VERIFIABLE
General Motors sells assembled production lines.,"[[[97912, None, None, None]]]",80903,NOT ENOUGH INFO,NOT VERIFIABLE
The Beverly Hillbillies had a number of episodes that remain the most-watched.,"[[[11827, 14839, 'The_Beverly_Hillbillies', 6]]]",7287,SUPPORTS,VERIFIABLE
Chinatown's screenplay was by Robert Towne and was written in 1970.,"[[[269186, None, None, None]]]",225822,NOT ENOUGH INFO,NOT VERIFIABLE
Military deception is a form of disinformation.,"[[[245180, 246061, 'Military_deception', 2]]]",207332,SUPPORTS,VERIFIABLE
Benjamin Walker (actor) was murdered in 1982.,"[[[186556, 198343, 'Benjamin_Walker_-LRB-actor-RRB-', 2]], [[186556, 198344, 'Benjamin_Walker_-LRB-actor-RRB-', 1]], [[186556, 198345, 'Benjamin_Walker_-LRB-actor-RRB-', 0]]]",162042,REFUTES,VERIFIABLE
John Frusciante has an active business.,"[[[276152, None, None, None], [276154, None, None, None], [325572, None, None, None]]]",98365,NOT ENOUGH INFO,NOT VERIFIABLE
Fred Seibert only produces for satellite television.,"[[[178144, 190759, 'Fred_Seibert', 3]], [[178144, 190760, 'Fred_Seibert', 0]]]",154156,REFUTES,VERIFIABLE
Pulmonary embolism is not indicated by low blood oxygen levels.,"[[[92919, 105795, 'Pulmonary_embolism', 3]]]",76086,REFUTES,VERIFIABLE
Anne Boleyn is not an influential person.,"[[[282341, 276542, 'Anne_Boleyn', 40]], [[284305, 278145, 'Anne_Boleyn', 40]]]",114609,REFUTES,VERIFIABLE
The Maze Runner had a budget of $39 million.,"[[[181683, 193923, 'The_Maze_Runner_-LRB-film-RRB-', 13]]]",157491,REFUTES,VERIFIABLE
The Love Club EP is by Lorde.,"[[[145814, 160833, 'The_Love_Club_EP', 0]], [[145814, 160834, 'The_Love_Club_EP', 10]], [[145814, 160835, 'The_Love_Club_EP', 3]], [[145814, 160836, 'The_Love_Club_EP', 2]]]",124277,SUPPORTS,VERIFIABLE
Goldie Hawn received a Grammy nomination.,"[[[124176, 138516, 'Goldie_Hawn', 2]], [[124176, 138518, 'Goldie_Hawn', 1]], [[124177, 138517, 'Goldie_Hawn', 2]], [[124177, 138519, 'Goldie_Hawn', 1]]]",105788,SUPPORTS,VERIFIABLE
Vic Mensa is a Japanese country singer.,"[[[208733, 216714, 'Vic_Mensa', 0]]]",179827,REFUTES,VERIFIABLE
Faye Resnick appeared on four television shows.,"[[[48518, None, None, None]]]",32416,NOT ENOUGH INFO,NOT VERIFIABLE
Moves Like Jagger is on Overexposed.,"[[[157934, 172537, 'Overexposed_-LRB-album-RRB-', 1], [157934, 172537, 'Moves_like_Jagger', 0]]]",135340,REFUTES,VERIFIABLE
Bala has received zero awards for his work.,"[[[226640, 231159, 'Bala_-LRB-director-RRB-', 2]]]",193554,REFUTES,VERIFIABLE
Balibo (film) is a song.,"[[[161861, 176285, 'Balibo_-LRB-film-RRB-', 0]]]",139077,REFUTES,VERIFIABLE
The Tenth Doctor travels alone during the time period 2008-2010.,"[[[24055, 29765, 'Tenth_Doctor', 8]]]",7137,SUPPORTS,VERIFIABLE
Bank of America has centers.,"[[[15916, 19781, 'Bank_of_America', 16]], [[15916, 19782, 'Bank_of_America', 13]]]",478,SUPPORTS,VERIFIABLE
Estelle Getty was a philanthropist.,"[[[213571, None, None, None]]]",183490,NOT ENOUGH INFO,NOT VERIFIABLE
The Icelandic Coast Guard is responsible for Iceland's coastal agriculture.,"[[[97251, None, None, None]]]",80268,NOT ENOUGH INFO,NOT VERIFIABLE
"June 12th, 1919 was the birth date of Uta Hagan.","[[[244110, 245197, 'Uta_Hagen', 0]]]",206457,SUPPORTS,VERIFIABLE
DodgeBall: A True Underdog Story was produced and distributed by Rawson Marshall.,"[[[292448, None, None, None], [294471, None, None, None], [295060, None, None, None], [340100, None, None, None], [340104, None, None, None]]]",147844,NOT ENOUGH INFO,NOT VERIFIABLE
The Paper only stars Adam Sandler.,"[[[91211, 103919, 'The_Paper_-LRB-film-RRB-', 0]]]",74430,REFUTES,VERIFIABLE
Jarhead starred Jake Gyllenhaal as Polish president Lech Walesa.,"[[[185424, 197188, 'Jarhead_-LRB-film-RRB-', 0]]]",160898,REFUTES,VERIFIABLE
A near-Earth object is abbreviated as NEO.,"[[[172688, 185942, 'Near-Earth_object', 0]], [[174404, 187617, 'Near-Earth_object', 0]], [[175986, 188945, 'Near-Earth_object', 0]], [[312963, 302676, 'Near-Earth_object', 0]], [[313857, 303347, 'Near-Earth_object', 0]], [[313871, 303356, 'Near-Earth_object', 0]]]",55732,SUPPORTS,VERIFIABLE
"Watertown, Massachusetts is in the most populous state in New England.","[[[16869, 20883, 'Watertown,_Massachusetts', 3], [16869, 20883, 'Massachusetts', 0]]]",1251,SUPPORTS,VERIFIABLE
Timur defeated an enemy.,"[[[257553, 256548, 'Timur', 5]]]",216771,SUPPORTS,VERIFIABLE
Doxycycline may not cause teeth to change color.,"[[[31021, None, None, None]]]",15603,NOT ENOUGH INFO,NOT VERIFIABLE
Louis Malle worked in French shipyards.,"[[[68039, None, None, None]]]",51713,NOT ENOUGH INFO,NOT VERIFIABLE
Jason Bourne has American actress Julia Stiles as part of the cast.,"[[[144409, 159429, 'Jason_Bourne_-LRB-film-RRB-', 6]], [[144410, 159430, 'Jason_Bourne_-LRB-film-RRB-', 6]]]",122977,SUPPORTS,VERIFIABLE
Exotic Birds refused to be an opening band for a band from Minneapolis.,"[[[25977, 31918, 'Exotic_Birds', 2], [25977, 31918, 'Information_Society_-LRB-band-RRB-', 0]], [[300603, 291751, 'Exotic_Birds', 2], [300603, 291751, 'Information_Society_-LRB-band-RRB-', 0]]]",75016,REFUTES,VERIFIABLE
The Times was founded in 1980.,"[[[52960, 62881, 'The_Times', 1]]]",36775,REFUTES,VERIFIABLE
Internet access is the ability of individuals to disconnect the internet.,"[[[94348, 107333, 'Internet_access', 0]]]",77398,REFUTES,VERIFIABLE
Sensitive Skin's first series aired in 2007.,"[[[255285, 254742, 'Sensitive_Skin_-LRB-UK_TV_series-RRB-', 1]], [[255286, 254743, 'Sensitive_Skin_-LRB-UK_TV_series-RRB-', 1]]]",214976,REFUTES,VERIFIABLE
Anthony Scaramucci is an action figure.,"[[[66765, 77592, 'Anthony_Scaramucci', 0]]]",50413,REFUTES,VERIFIABLE
A Pet expands social relations.,"[[[251302, None, None, None]]]",212041,NOT ENOUGH INFO,NOT VERIFIABLE
