,review
7675,"Samuel Fuller brings his customary playful and stylish direction to this seedy, pulpy story and manages to create one of the undiscovered gems of 1950s cinema.<br /><br />Richard Widmark plays a petty thief tough guy (a role he perfected over the course of many movies), who snatches a young lady's (Jean Peters) wallet on a New York subway and with it a piece of much-wanted microfilm. This is 1953, so of course the microfilm is property of Commie spies who will stop at nothing to get it back. When the girl shows up at Widmark's waterfront shack, sent by an abusive boyfriend to reclaim the film, Widmark senses the opportunity to shake her and her ""comrades"" down for big money. The plot thickens, people start dying, and Widmark and Peters fall in love.<br /><br />Fuller handles the love story clumsily, but more from a sense of indifference than bad writing or direction. It's as if he included a love story under duress, and so made it intentionally unbelievable, as love stories so frequently were and still are in Hollywood films. Peters gives a remarkable performance as a tough New Yawk cookie, part gangster moll and part damsel in distress. When violence occurs against her, we genuinely care about her well being, and it's typical of Fuller's renegade, ahead-of-his-time style that a happy ending is not necessarily a foregone conclusion.<br /><br />But the ultimate success of ""Pickup on South Street"" rests squarely on the world-weary shoulders of Thelma Ritter, who plays Moe, a feisty lady who makes money any way she can, whether that be selling neckties or acting as a police informant. Ritter gives the performance of her career; in a breathtaking monologue, she conveys without ever directly addressing it the entire sad trajectory of her character's life, and the hopelessness she feels waking up every morning to a world of struggle, crime and hardship. It's as if every character Ritter ever played converges for one brief instant to give vent to all of the emotions they weren't given a chance to vent in those other movies. The scene is the highlight of Fuller's film, and a highlight of 50s cinema, period.<br /><br />Grade: A+"
7678,"A powerful movie that has recovered much of its meaning in this second half of 2007 after the new desperate movements of the Burmese people against their tyrants. I felt a complex mix of feelings about the people there, something like compassion and admiration at the same time, together with a bit of rage because I feel that no one, neither the countries of the world, nor themselves, is doing anything effective to end this shame. I think these feelings became directly from the movie, and that they were intended when it was made, so it is a successful movie. The desire for peace, the quest for enlightenment, the respect for life sometimes leads to subjugation. In fact it is the Buddhist Burmese culture who has left the doors wide opens to their dictators. But, how can you feel angry about these poor people?"
7679,"Long before Terri Schiavo brought the issue of living as a ""vegetable"" to the public view, ""A Day in the Death of Joe Egg"" dealt with it. Alan Bates plays Bri, a schoolteacher whose daughter is almost completely brindled. He and his wife Sheila (Janet Suzman) try all sorts of dark humor to try and get on with their lives, but they can't escape the facts. At one point, they even consider euthanasia. The question circling them and their friends is: what will ever become of this predicament? <br /><br />With this movie, Alan Bates continued his streak of really good movies, preceded by ""Zorba the Greek"", ""The King of Hearts"" and ""The Fixer"". We can safely say that he will be sadly missed."
7684,"Another winner from that 50s , 60s era that I love so much for the comedic value they give with each viewing these days .Corman never lets you down with these films , they take themselves seriously and they have very low budgets , a recipe for good watching for sure . Ed Nelson a very competent actor got started with Corman as well as many other favorites who show up in Superman and many of the westerns of the day . The costume is pretty bad and the sound of the alien speaking , well the reverb was a little off but thats the beauty of it . Film making for the love of it , not looking for perfection just digging the action of doing it , it comes thru . These films are a fun time ! Even better is the MST3K version !!"
7689,"This is an incredibly compelling story, told with great simplicity and grace. The story itself is the object of the film, although the scenery is beautiful. The acting is understated, even superbly so, for the characters themselves come through in all of their eccentric simplicity.<br /><br />This piece of art will likely not be appreciated by those who view movies ""casually"", without due attention. It takes work to be brought into the story, but once you become involved the captivation is complete!"
7696,"The characters were alive and interesting, the plot was excellently paced, the pyro effects were masterfully accomplished, and it takes a basic love triangle story and tosses in a science-fiction element into it. I could identify with many of the characters and their motivations made logical rational sense in the framework of the story.<br /><br />The camera-work was great, the audio clear and accurate, the background music perfectly chosen for effect, the singing firemen a nice talented memorable oddity, the sets brilliantly crafted, and the special effects performed with a skilled talent.<br /><br />I am a tad puzzled how an entire mini-carnival in a chain-store's parking lot could be powered by one single lamppost outlet. That seems impossible to say the least. The fight between the brothers near the end of the movie was brilliant though. Having Jim Varney in a non-clown role was a wonderful touch too as played the semi-serious role of a carny very well."
7697,"Unlike Tinseltown's version of HELLO, DOLLY!, Jay Presson Allen's screen adaptation of Ira Levin's hit Broadway thriller couldn't wait for it's stage incarnation to shutter before putting it up on the silver screen, so producers wisely decided to make the most of it's lengthy White Way run! The film's opening and closing scenes are shot inside New York's intimate Music Box Theater where DEATHTRAP played for nearly five years. Even the film's final fadeout on the theatre marquee is a version of the stageplay's famous logo. (Although marketeers decided to go with a more fun Rubik's Cube icon for the movie.)<br /><br />Now on a low-priced DVD release, DEATHTRAP seems just as fresh and inventinve as ever. The cast is just right (better than their stage counterparts) and location scouts should be applauded for finding a suitably spooky house for our ""one room, two act thriller"" to take place in. Opened up in surprisingly simple and innovative ways, director Sidney Lumet wisely tags any ""new"" material onto the beginning and end of the film and leaves Levin's wickedly twisty center alone.<br /><br />The film's last scene is a major Hollywood departure from the boards, and slightly undermines one of Levin's plot points from earlier in the film [Helga (about a dagger): ""Will be used by another woman BECAUSE of play.""]. Like Robert Altman's THE PLAYER, however, our new finale helps the film fold in on itself once again and blurs the lines between stage, screen, and (could it be?) real life!"
7699,"A FROLICS OF YOUTH Short Subject.<br /><br />A teenager, embarrassed by his fear of dogs, runs away from home. The abandoned spaniel he finds helps to change his mind.<br /><br />PARDON MY PUPS is an enjoyable little film, with Shirley Temple stealing all her scenes as the hero's lively kid sister. The opening gag - dealing with bedwetting - is in poor taste, but is quickly forgotten. Highlight: the climactic fisticuffs, which look impressively realistic.<br /><br />Often overlooked or neglected today, the one and two-reel short subjects were useful to the Studios as important training grounds for new or burgeoning talents, both in front & behind the camera. The dynamics for creating a successful short subject was completely different from that of a feature length film, something akin to writing a topnotch short story rather than a novel. Economical to produce in terms of both budget & schedule and capable of portraying a wide range of material, short subjects were the perfect complement to the Studios' feature films."
7702,"If you haven't already seen this movie of Mary-Kate and Ashley's, then all I can say is: ""What Are You Waiting For!?"". This is yet another terrific and wonderful movie by the fraternal twins that we all know and love so much! It's fun, romantic, exciting and absolutely breath-taking (scenery-wise)! Of course; as always, Mary-Kate and Ashley are the main scenery here anyway! Would any true fan want it any other way? Of course not! Anyway; it's a great movie in every sense of the word, so if you haven't already seen it then you just have to now! I mean right now too! So what are you waiting for? I promise that you won't be disappointed! Sincerely, Rick Morris"
7703,"I have always been a fan of David Lynch and with this film Lynch proved to critics that he has the talent, style, and artistic integrity to make films outside of the surreal aura that he's become known for in the past decade. As much as the film is G-rated, it's pure Lynch in style, pacing, and tone. The film moves at a masterfully hypnotic pace and is filled with scenes of genuine emotion and power.<br /><br />The cinematography is terrific, as is to be expected from a Lynch film, and the transitional montage sequences are breathtaking. It's also very refreshing to see a film where the characters are all friendly, kindhearted folk and not unmotivated characters that are clearly labeled as being either ""good"" or ""evil"".<br /><br />Richard Farnsworth turns in a beautiful performance as do the rest of the cast, most notably Sissy Spacek in an endearing performance as his daugher, and Harry Dean Stanton in a small but infinitely crucial role.<br /><br />With this film, David Lynch proved to critics that he could make a powerful moving motion picture just like he did in the 80's with 'Blue Velvet' and 'The Elephant Man'. Critics seemed to lose faith in the past decade after he produced such surreal films as 'Twin Peaks: Fire Walk With Me' and 'Lost Highway' but with this film he showed that there was method to FWWM and LH, and it looks as if critics finally caught on with his recent film 'Mulholland Drive', considering the high praise it's received and the Oscar nomination for Lynch.<br /><br />'Straight Story' is to me one of the most moving motion pictures I've ever seen. It's a loving story about family, friendship, and the kindness of strangers. I would highly recommend it."
7704,"Rita Hayworth is right there where she should be - as a ""Cover Girl"" in this 1944 Technicolor film also starring Gene Kelly, Phil Silvers, Eve Arden, Lee Bowman, and Otto Kruger. Rita plays a beautiful showgirl, Rusty, working at a small club owned by the man she loves, Danny (Kelly). Each Friday they go out for oysters with Genius (Silvers), the club comedian. They all hate oysters, but they're looking for a pearl. When they find one, all three of them will have good luck, they believe.<br /><br />Rusty auditions and wins the role of cover girl for a magazine - she starts off ahead of the other contestants because the magazine owner (Kruger) sees a resemblance between Rusty and the girl he once loved, who turns out to be Rusty's grandmother. Once she becomes the cover girl, the world opens up for her and her dreams of appearing on Broadway come true. Danny wants her to have her success, but at the same time realizes he's lost her.<br /><br />""Cover Girl"" has exuberant dance numbers and songs by Jerome Kern, with Rita dubbed by Martha Mears. Rita is at her best playing both Rusty in the present and her grandmother in the past. For such a sexy, desirable, gorgeous woman, she was apparently very insecure and always under the thumb of domineering men. None of this ever showed on screen, nor did the fact that she didn't want to be a movie star. She is one of the true goddesses and brought everything she did to life. Gene Kelly is in a serious role here, but gets plenty of chances to dance and sing. Phil Silvers is very amiable and funny as the in-house comic and best friend.<br /><br />This is a very good movie with no dull spots. The only problem I had is the idea that Rusty has to choose between a successful career and the man she loves. When supermodel Jinx Falkenberg, who plays herself in the film, speaks of getting married, she's warned by her boss not to, that she's too necessary to the modeling business. We're not told if Rusty continues with her career or goes back to work at Danny's - but all signs seemed to point toward the Brooklyn club. Why couldn't she have had both? Nevertheless, you can't beat ""Cover Girl"" for top entertainment, beautiful color, lovely music, great energy, fine performances, and its most fabulous asset, the glorious Rita Hayworth."
7705,"This is an early one from the boys, but some people may not be satisfied with this one like all the others. I found it to be different somehow than the your average Stooge slapstick. It was more funny for it's jokes rather than the poke in the eye or slap. Watch for a hilarious part when Larry grabs the stethoscope from Moe and sings into it. Moe gives him a good smack. That part made me crack up for a good ten minutes. Another hit for the Stooges."
7707,"I was about 14 years old as I saw the musical version of Lost Horizon. I loved the film so much as well as the songs that I went several times to the cinema to see it again and again. My mother bought the LP and I learnt the songs off by heart, just as I did with ""The sound of Music"" (which people hardly know in Austria). I think the problem with some of these self-appointed critics who's comments get published is that they don't have a romantic soul and didn't see the film through the eyes of a young teenager. Maybe he is an Ingrid Bergman fan but I was happy with Liv Ullman. Could Ingrid Bergman sing and dance? What was so great about her? Perhaps the critic did n't appreciate it because he needed new glasses or contact lenses since he sees a close resemblance between Liv Ullman and Bill Clinton. It was the idea and story behind the film, the philosophy, which was the most important and interesting factor and a musical in colour just made it more entertaining and enjoyable without damaging the intellectually appealing aspects. It's a shame that many other films with so called great actors and actresses with unimportant themes / stories are utterly boring in comparison."
7708,"This early sci-fi masterwork by Herbert George Wells with music by Arthur Bliss is a powerful piece of film-making. Adapted from Wells' somewhat different work by the author, it presents a look at the human future with the subject of periods of war as versus periods of 'peace'. The structure is that after a contrasted-pair of episodes of normalcy and gathering clouds of war, the script allows the war to happen. Two families, the Cabells and the Passworthys disagree about what may happen; Passworthy takes a hopeful view of civilization's ""automatic"" progress; Cabell is the thinker, the doubter. Their city Everytown--obviously London-- becomes wrecked by a war featuring tanks, a magnificent war march by Bliss, and the end of civilization. The second portion finds people living in the wreckage of what had been the city under a ""Boss"", played with bravura by Ralph Richardson, whose woman, lovely Margaretta Scott, is as fascinating a dreamer as he is a concrete-bound dictator type. He is trying to rebuild old WWI airplanes so he can attack a nearby hill tribe to complete his petty kingdom; a young scientist complains about having his work continually interrupted demands for planes--etc.--everlastingly; this is Wells' comment on war versus progress. The survivors are subject to a plague called ""The Wandering Sickness"" also. Enter a modern flying machine piloted by the Cabell of the first section of the film, now part of Wings Over the World, an International Scientists' Coalition, who are planning to end warfare forever. This flight-suited modernist has fascinating conversations with the Boss and his woman, their attraction being evident; then Boss sends up his aircraft against them, the Scientists come with huge numbers of planes and drop the ""Gas of Peace"" onto the ruins of Everytown. Only the Boss dies, fighting too hard against the pacifying. The film then shows ore being mined and by slow steps being made into the girders of a magnificent new futuristic city of towers. In section three, a future Cabell argues with a future Passworthy over the morality of human science. Passworthy wonders if they have a right to send men to the Moon; Cabell champions man's right to advancement and the need to expand his horizons. The son of Passworthy and Cabell's daughter, are the astronauts being sent. Theotocopulos, a religious-minded Luddite, makes a fiery speech on a huge screen in the city's Forum and leads an attack on the 'space gun' that is to fire the new rocket free of Earth's gravity. The climax of the plot is the firing of the space gun successfully; the denouement and ending is a speech by Cabell praising worth and science that is universally considered to be the most profound defense of the mind ever penned. ""It is all the universe--or nothing!"" Cabell tells Passworthy. ""Which shall it be?"" As Cabell, Raymond Massey gives perhaps his greatest screen performance; he is thoughtful, compassionate, and reasonable, a true scientist. As the rabble-rouser who wants to end the Age of Science, Cedric Hardwicke is perfect and powerful. Edward Chapman playing Passworthy does admirably impersonating the voice of convention and fear. The storyline is logical, frequently beautiful and always interesting. Given the near-extinction of mankind, the idea of a civilization run by rebuilder scientists is rendered plausible and credible to the viewer. This is a triumph for the director, William Cameron Menzies, for Bliss and for all concerned. Listen to the dialogue with someone you love; within its constructed limits, this is a thinking man's drama debating two possible human futures--progress or its reactionary opposite."
7712,"The final installment in the action thriller franchise is just that probably the hardest hitting of the three films. It goes further to play the anti-Bond theme. Bourne doesn't like what he is doing and wants to know about his blurry past. Everything about this film hits it on the nail from the cinematography to choreography/stunt work to the script to acting.<br /><br />The film starts out in a flurry as Bourne is running from the Moscow police. The story seems to pick up right where the first film left off. Or does it? The time is a little muddled here, but we get the fact that Bourne is remembering things. A sudden flashback while trying to clean himself up nearly gets him caught, but he makes it and doesn't kill anyone. They aren't his target. From there we get more of the intrigue of his past with a new player, Noah Vosen, who seems to know everything about Bourne and will protect it at all costs. Pamela Landy is back as well as Nicky Parsons who seems to have a past with Bourne as well.<br /><br />The cinematography is in your face following tight on practically everything. The car chase is even more intense if that seems possible than the ones from the first two. And the veteran cast chasing Bourne is superb with a nice part by Albert Finney. It also has slight political overtones in relationship to rendition and other government policies, but that is minor and integrated very well within the plot. All in all this is the best of the trilogy conclusions this year, if not the best action trilogy ever."
7714,"The brilliant thing about Withnail & I is that it captures that not long left college and life could go either way moment along with all its other finery. Freebird is something for those who probably never considered higher education and just went straight to work aged 15/16. I know some of the broad sheets stuck the knife into this film when it came out in Cinemas but i saw it at a packed house in Hailsham and everybody seemed to really enjoy it. I grew up in the forest of Dean and this took me straight back to my mushrooming and dope days (had some great mates - hate to think what they're all up to now - probably running the local council). I've watched it a couple of times on DVD and already i see the film as an old mate that will stay forever as part of my collection (how can i like this film and the Dambusters - doesn't seem right somehow) I certainly edge towards the second half of this film and i think the social interacting scenes with the locals are brilliantly done. I like the mix of the three lead characters and there really is some lovely writing in here along with some very quotable lines and dare i say a good smattering of integrity. I have tried to obtain the soundtrack, but it has not been released (shame, as it's a corker). Someone told me it was originally a stage play, not quite sure how that worked but i'm sure it was fun. I liked the little Shakespearian touches/references that seem to crop up throughout the film (also spotted the Dylan Thomas ref as well) and like all little gems, there will always be little things to discover like the final scene giving a nod to Easyrider as they start they're next journey. All in all a genuinely unpretentious piece of film making (love it!)"
7716,"I saw the film and am very pleased to see a film so different in character and story to the stupid,mainstream American major productions. Its a film with a background interesting for young as much as all age- groups. Contrary to certain reviews the audience seems to split my evaluation as the film is very successful wherever yet exploited worldwide. For example in Netherlands is was ranked number 3 . Negative statements must be respected but one should expect such to be guided on a fact basis. If you have the chance view the film and enjoy it."
7720,"I only saw IPHIGENIA once, almost 30 years ago, but it has haunted me since.<br /><br />One sequence particularly stays in mind, and could only have been fashioned by a great director, as Michael Cacoyanis undoubtedly is.<br /><br />The context: the weight of history and a mighty army and fleet all lie on King Agamemnon's shoulders. An act of sacrilege has becalmed the seas, endangering his great expedition to Troy. He is told he must sacrifice his daughter Iphigenia to Apollo in order to gain the winds for the sails of the Thousand Ships. He initially resists, but comes around, and tricks his wife Clytemenstra to bring their daughter to the Greek camp in order to marry the greatest of all warriors, Achilles.<br /><br />Clytemnestra and Iphigenia arrive, find out about the sacrifice, and rage to the gods for protection and vengeance. Meanwhile, the proud Achilles discovers that his name has been used in this fraudulent, dishonorable way. He climbs a hill to tell Iphigenia that he will protect her.<br /><br />The shot: The camera circles the two young people, without looking directly at each other. They bemoan their fate, and the weakness of men that deceive their loved ones and lust for war. Suddenly, they gaze at each other and, for one moment, we feel both their power and beauty, and the unstated--except by the camera--irony that in another time, another place, they perhaps could love each other and be married. It is a sharp and sad epiphany that lasts only for an instant.<br /><br />What direction! What camera! What storytelling!"
7725,"'It's easy to kill a monster, but it's hard to kill a human being.'<br /><br />Set in St. Thomas Housing Project and Angola Prison in New Orleans, ""Dead Man Walking"" is the true story of Helen Prejean (Susan Sarandon), a Louisiana nun Sister who befriended Matthew Poncelet (Sean Penn), a murderer and a rapist bound for a lethal injection machine for killing a teenage couple Sister Helen agrees to help the convict and to remain with him till the endan act never before attempted by a woman <br /><br />At their first meeting, Poncelet swears to the nun that his accomplice was the one who shot both of the kids and pleads her help for a new trial in order to convince the pardon board hearing to spare his life <br /><br />The film challenges the audience to actually give some thought to the human consequences of the death penalty, but gives voice to angry bereaved parents whose kids were shot, stabbed, raped, and left in the woods to die alone <br /><br />As Poncelet's execution looms closer and closer, his character is seen deceptively complex, harboring doubts about the rightness of what they were doing to him In one moment, we hear him sensitive asking for a lie detector test to let his mother know that he is innocent, in another we see him furious playing the victim, blaming the government, drugs, blacks, the kids for being there Poncelet never understood that he has robbed the Percys and the Delacroixs so much, giving them nothing but sorrow They are never going to see their children again, never going to hold them, to love them, to laugh with them <br /><br />In the scenes leading up to his execution, the death-row inmate drops his terrible facade and reveals his identity Luckily both Sarandon and Penn are here exceptionalcarrying out successfully an exquisite, tangible harmony of souls When Sarandon was looking at Penn, she was projecting compassionate eyes brimming with tears She asks him to visualize her as he dies ''I want the last thing you see in this world to be the face of love''in that moment, we truly believed that she'll be the face of love for him"
7726,"Like Ishtar and King of Comedy, other great, misunderstood comedies, Envy has great performances by two actors playing essentially, losers (may be too harsh a word, I will call them suburban under-achievers).<br /><br />This film was a dark comedy gem, and I'm not sure what people expect. I relish seeing a major studio comedy that isn't filled with obvious humor, and I believe that the small moments in this movie make it worthwhile. The look on Stiller's face when he sees the dog doo disappear for the first time captures a moment, a moment that most people should be able to recognize in themselves. Yes, it was a fairly simple story, but it examined the root of envy in a really interesting way. There were a lot of great scenes (the J-Man's decrepit ""cabin by the lake"", Corky's unceremonious burial, Weitz's wife role, and Walken's J-Man -- all great stuff.<br /><br />I can't stand people that get on IMDb and mercilessly trash films when they have absolutely no idea what it takes to make one. I will take Envy over almost any of the top ten grossing comedies of the year (save Napoleon Dynamite.) It's wittier, wackier, and an offbeat, enjoyable gem.<br /><br />Remember this people; Most times, Popular doesn't equal Good."
7727,"This movie is good. It's not the best of the great CG kung fu flicks but its pretty good. First thing first, the story is actually good. The whole idea of gods vs fallen gods type deal with super powers is pretty cool. My problem is theres too many characters! It got very confusing when they switched scenes! The special effects were INCREDIBLE! The fighting scenes were very fast paced and complex. This movie practically all computer generated. The acting is superb, as always expected from such high profile players. Ekin Cheng makes an excellent protagonist, loner character. Zhang Ziyi did nothing for me in this movie. I thought she would have a bigger part but she did one fight scene and a whole lot of yapping. The bad guy, the whole skull army and the whole blood cloud thing is very frightening. The music is also excellent. To me this story deserve at least a mini-series and not just ONE movie. Theres too much story to cram in 2 hours. Maybe if there was a book or something, I would be able to keep up with all the characters and the details. This movie sacrifices story integrity for action. I reccomend Storm Riders over this any day."
7728,"Very good drama about a young girl who attempts to unravel a series of horrible crimes. She enlists the aid of a police cadet, and they begin running down a series of clues which lead to a traveling carny worker with a long police record. An ending which is guaranteed to keep you on the edge of your seat."
7729,"This is a well-made documentary on the exciting world of Indy Car racing. The photography is simply outstanding. The scene were Mario Andretti drives the old racing roadster down the New England street lined with the ancient maples, leaves blown to the side by the speed of the car, is incredible. The film does lose some of its beauty on the small screen but if you like watching cars driven to their limit you should see this film."
7730,"Leon was fantastic as always, this time playing Little Richard in his early years. The movie showed a fully fleshed out Little Richard without neglecting to fill the show with lots of great music. My only complaint is that the ending was a little abrupt - I was hoping for a 2-parter!"
7732,"A young man named Court is loved by everyone. His painful bloody death brings everyone closer. You can find other symbols and allusions throughout the movie. Whether predictable or not, and irrespective of ecclesiastical beliefs, this is a moving story, full of milieu and sensuality.<br /><br />One other thing, someone mentioned that his fate was so quick that it didn't seem plausible. But the elements for this are set up subtly. Note what his mom says about bringing his lunch out to the field. Note how he is holding the steering wheel and his gloves. He is sweaty and operating dangerous equipment. To this day, tractors are pretty dangerous."
7735,"This movie is very underrated. It's highly imaginative, creative and clever. It's just plain fun and in my opinion this film tops the first one. But the film was forgotten when it first came out, and became even more overlooked as the years passed. ""Bill & Ted's Bogus Journey"" also bombed at the box office, whereas the first one was a pretty good hit and very popular. <br /><br />I think the problem may be that this film was just released a couple years too late. In 1991, Bill and Ted already seemed ""so '80s"". Even though the '80s were only a couple years ago back at that time, the landscape of the music and style for kids had changed so radically with gangsta rap, hip hop, Pearl Jam, Nirvana, grunge and the Seattle sound. Bill and Ted with their Ozzy Osbourne, Van Halen and Guns N' Roses music along with their '80s style seemed so out of place and very outdated in '91, and I think that's one BIG reason the film bombed at the box office. Nobody but surfers were still saying stuff like ""excellent!"" and ""bogus!"" in 1991. ""Gremlins 2"" which also came out in the early '90s suffered a similar fate of being a good film that bombed at the box office because it was too associated with the '80s. The transition from the '80s to the '90s was a much faster change then now with the '90s and '00s. 1991 was nothing like 1988 or 1989, whereas right now, 2002 and last year 2001 still looks/looked like 1995 or 1996.<br /><br />If only ""Excellent Adventure"" which was made in 1988, was released THAT YEAR instead of 1989, and ""Bogus Journey"" was made quickly and released in 1989, then it too would have probably been just as wildly received as the first."
7736,"A solid, if unremarkable film. Matthau, as Einstein, was wonderful. My favorite part, and the only thing that would make me go out of my way to see this again, was the wonderful scene with the physicists playing badmitton, I loved the sweaters and the conversation while they waited for Robbins to retrieve the birdie."
7737,"I very much enjoyed watching this film. I taped it while watching so that i could review it later. I actually enjoyed the second viewing more since i was able to absorb more of the clever dialog between Natalie and Adam, the 2 main characters. I thought the way this story evolved was very thought provoking. I got very intrigued with how Natalie was going to interact with her daughter's friends , at first it seemed that she was going to spew a lot of animosity but once she started interacting more pleasantly i had to see how this visit was going to unfold. i wasn't disappointed . Gradually the secrets that Sara kept from her mother started to reveal a daughter who was not so perfect, a flawed human being like most of us who wanted her freedom from a domineering mother who thought she knew her daughter but unfortunately had to learn in a very painful manner that sometimes to really love someone you have to give them their freedom. The viewers who stuck with this film to the end saw a very touching performance from Diane Keaton (who is always wonderful, even in some of her less well received films-think Town and Country). The closing scene of Diane Keaton driving home was well worth waiting for, revealing that anyone who loves another human being has got to learn that we have to live our own lives, we love others but don't own them and ultimately we have to let go. It's a hard lesson but well worth contemplating now and then.Thank you CBS for this broadcast,it was worth the long wait."
7739,"Some people have the ability to use only 3 neurons, one for eating, one for breathing and the other one for s**ting... This is not a movie for them... <br /><br />But for those who enjoy using the brain... the whole movie is a metaphor, everything is there for a purpose, every single detail, the coffee mug, the red couch, everything... is a underestimated masterpiece... <br /><br />It is hilarious, is raw and totally realistic, that's how we actually interact.... it is a royal comedy... total causality...<br /><br />Just hang on, don't let the first scene shock you..... hang on... and enjoy the show...."
7741,"CAMILLE 2000 <br /><br />Aspect ratio: 2.35:1 (Panavision)<br /><br />Sound format: Mono<br /><br />Whilst visiting Rome, an amorous nobleman (Nino Castelnuovo) falls in love with a beautiful young libertine (Daniele Gaubert), but their unlikely romance is opposed by Castelnuovo's wealthy father (Massimo Serato), and Fate deals a tragic blow...<br /><br />A sexed-up love story for the swinging Sixties, adapted from a literary source (Alexandre Dumas' 'La Dame aux Camelias') by screenwriter Michael DeForrest, and directed with freewheeling flair by Radley Metzger who, along with the likes of Russ Meyer and Joe Sarno, is credited with redefining the parameters of 'Adult' cinema throughout the 1960's and 70's. Using the scope format for the last time in his career, Metzger's exploration of 'la dolce vita' is rich in visual excess (note the emphasis on reflective surfaces, for example), though the film's sexual candor seems alarmingly coy by modern standards. Production values are handsome throughout, and the performances are engaging and humane (Castelnuovo and Gaubert are particularly memorable), despite weak post-sync dubbing. Though set in an unspecified future, Enrico Sabbatini's wacked-out set designs locate the movie firmly within its period, and Piero Piccioni's 'wah-wah' music score has become something of a cult item amongst exploitation devotees. Ultimately, CAMILLE 2000 is an acquired taste, but fans of this director's elegant softcore erotica won't be disappointed. Next up for Metzger was THE LICKERISH QUARTET (1970), which many consider his best film."
7742,"This film moved me at age 39 in the same way that all the footage and coverage of Dogtown affected me when I was 13. For all of those who criticized the self promotion of the Z boys interviewed, they have the last laugh on you. That was their whole deal, ""we're better than all of you and here's why....(insert footage of the smoothest pool carve imaginable)"" This was a film to tell their story and that was their story whether you like it or not. It was THEIR opinion of their skating that mattered..... not yours or mine. I thought the film captured their attitude and influence exactly as I remembered it in the 70's. The reality is that they DID revolutionize skateboarding, they WERE the impetus behind extreme sports and they DID inject a cultural paradigm that reached into every corner of americana. This movie gave rebirth to images of Bertleman on a wave and Alva and Jay Adams ripping up the coping that WAS the California Dream to an entire culture of young american teenagers that just wanted to have fun and get rad! As I watched this film I realized that it was these images that I lived with every day until I was old enough to move out and back down to So Cal after my family had moved to Nor Cal when I was five. Until I could get back, my buddies and I built and thrashed ramp after ramp, searched for every empty pool possible and mimicked everything Stecyk covered about these guys. We are all educated and have family's and careers now but this film reminds me who I was at that age and why I still surf. This is an inspired film that anyone who has an interest in pop culture, extreme sports, the 70's or even just good documentary film making will enjoy completely. Whenever it comes on cable I can't change the channel. Kudos to Stacy Peralta for making a beautiful piece of art!"
7751,"""Don't Torture a Duckling"" is one of the coolest Italian horror films I've ever seen, and I've seen my share. To call it a giallo is a little misleading because it's not really a typical murder mystery. It's more of a straight horror movie.<br /><br />Complete with one of the most brutal and gory scenes ever in a movie this old, Fulci's twisting and turning film oozes with a creepy ambiance and an old school Italian feel. The setting is perfect: an old Italian village. The music is ridiculously perfect. The finale is genuine and original.<br /><br />After seeing ""Don't Torture a Duckling"" you really have to wonder how Fulci's later stuff got so off beat. I like all his stuff, but he strayed. Maybe he figured he already did it...Because with this film, he hits the bullseye.<br /><br />I'd recommend this film to anyone who thinks that Dario Argento owns the giallo genre. Fulci beats him with this one. <br /><br />10 out of 10, kids."
7753,"This movie is funny and sad enough I think that it is kinda true. If you love Office Space then you will love this movie because it is another Mike Judge hit, but it is nothing like Office Space. I told every one to see this movie. I only wish that it would have been in more theaters so it would have gotten the recognition it deserved. I love this movie and would love to see more from Mike Judge. Luke Wilson is also what makes this movie what it is. I am so glad that I will not be alive in the year 2505, because if this movie turns out to be true we are all in for a lot of trouble. I just hope more people see this movie because I know that they will fall in love with it too."
